Test_Depth,Size,Coded_Site,C,Si,Mn,S,Cr,Mo,Ni,Al,V,H_Temp,Coded_Cool,T_Temp,Imp_Temp,Charpy Energy
12.5,150,4,0.275,0.27,0.84,0.023,1.06,0.17,0.2,0.026,0.003,870,3,620,20,144
25.4,190.5,3,0.41,0.27,0.95,0.017,1.14,0.33,0.16,0.024,0.005,870,3,710,-32,122
12.5,280,3,0.31,0.24,0.53,0.007,1.04,0.24,0.2,0.03,0.005,870,3,660,-32,63.271
25.4,165.1,3,0.43,0.23,0.92,0.002,1.04,0.24,0.18,0.024,0.004,860,3,680,-32,73
12.7,190,3,0.41,0.24,0.77,0.03,1.09,0.24,0.17,0.028,0.003,860,3,660,20,116.3333
12.5,250,4,0.44,0.25,0.82,0.021,0.99,0.2,0.2,0.025,0.005,860,3,640,20,90.4
25.4,220,3,0.47,0.26,1.05,0.018,1.1,0.31,0.19,0.023,0.005,860,3,610,23,71.6667
12.7,85,3,0.155,0.12,0.94,0.002,1.33,0.88,0.14,0.016,0.23,980,2,720,20,245.3333
12.7,180,3,0.32,0.24,0.53,0.005,1.07,0.24,0.15,0.028,0.004,900,3,660,-32,82.252
25.4,205,3,0.4,0.21,0.96,0.018,1.09,0.3,0.12,0.025,0.005,870,3,700,-32,74.6667
25.4,95.25,3,0.42,0.22,0.91,0.003,1.04,0.24,0.19,0.024,0.005,860,3,708,-32,85.3333
12.5,140,3,0.43,0.25,0.77,0.015,1.09,0.17,0.2,0.028,0.005,870,3,585,-20,76.8
12.7,280,3,0.31,0.24,0.53,0.007,1.04,0.24,0.2,0.03,0.005,870,3,660,-32,63.271
12.5,255,3,0.41,0.26,0.79,0.002,1.01,0.17,0.18,0.03,0.004,860,3,650,20,130.6667
25.4,190.5,3,0.42,0.26,0.97,0.019,1.06,0.32,0.22,0.022,0.005,870,3,705,-32,102.3333
12.5,330,3,0.42,0.24,0.61,0.018,1.22,0.27,1.42,0.035,0.004,850,2,620,20,43.3333
25.4,76.2,4,0.46,0.28,1.05,0.018,1.09,0.31,0.17,0.022,0.005,870,3,610,23,80
25.4,88.9,3,0.42,0.22,0.94,0.005,1.06,0.24,0.18,0.028,0.004,860,3,710,-32,100
44.45,88.9,3,0.42,0.25,0.94,0.005,1.05,0.24,0.19,0.031,0.005,870,3,595,-32,75.925
12.5,330,4,0.41,0.25,0.94,0.018,1.15,0.23,0.14,0.026,0.005,870,3,690,-32,60.6667
25.4,222.25,3,0.42,0.28,0.97,0.019,1.13,0.31,0.18,0.029,0.004,870,3,705,23,117.3333
25.4,165.1,4,0.46,0.24,1.02,0.017,1.08,0.32,0.2,0.028,0.004,870,3,600,20,74.6667
20.8333,125,6,0.29,0.26,1.65,0.018,0.17,0.02,0.09,0.026,0.061,900,3,640,0,156.6667
13,260,3,0.41,0.24,0.82,0.03,1.11,0.25,0.18,0.03,0.005,860,3,650,-20,81.3333
25.4,69.85,3,0.42,0.24,0.96,0.017,1.04,0.23,0.15,0.022,0.005,870,3,710,-32,103
12.5,107.95,3,0.42,0.19,0.87,0.002,0.97,0.23,0.18,0.028,0.004,870,3,710,-45,53.78
25.8333,155,6,0.3,0.28,1.69,0.019,0.18,0.03,0.09,0.024,0.05,900,3,640,0,96.3333
25.4,120.65,3,0.42,0.26,0.95,0.012,1.05,0.23,0.11,0.025,0.005,860,3,700,-32,108
25.4,304.8,4,0.46,0.24,1.05,0.019,1.11,0.32,0.12,0.027,0.006,870,3,620,-10,54.232
17,340,3,0.41,0.26,0.82,0.025,1.01,0.18,0.17,0.035,0.005,870,3,660,-20,46.6667
12.7,205,3,0.4,0.23,0.59,0.027,1.19,0.26,1.37,0.023,0.004,840,2,605,20,61.3333
25.4,101.6,3,0.42,0.2,0.95,0.005,1.04,0.24,0.13,0.03,0.005,860,3,705,-32,83
12.7,320,3,0.42,0.26,0.72,0.025,1.13,0.22,0.19,0.025,0.004,860,3,660,20,76.6667
12.7,260,4,0.44,0.28,0.83,0.025,1.01,0.17,0.18,0.035,0.005,850,3,650,20,100.3333
12.5,240,4,0.41,0.25,0.82,0.023,1.06,0.2,0.19,0.032,0.005,860,3,640,20,97.3333
12.7,260,4,0.42,0.26,0.81,0.023,1.1,0.22,0.17,0.027,0.004,850,3,630,20,111.6667
12.7,165,5,0.42,0.24,0.82,0.027,1.08,0.31,0.28,0.025,0.005,860,2,650,20,63.6667
25.4,228.6,3,0.41,0.27,0.96,0.019,1.07,0.33,0.24,0.03,0.006,860,3,705,23,132
19.5,117,6,0.295,0.28,1.71,0.018,0.19,0.03,0.15,0.02,0.06,870,3,640,-20,118
12.5,190,3,0.36,0.28,0.65,0.023,1.38,0.19,1.37,0.023,0.002,860,2,570,-20,34.6667
12.5,180,3,0.4,0.25,0.78,0.024,1.09,0.22,0.25,0.024,0.005,860,3,660,20,109.6667
12.7,100,3,0.41,0.26,0.58,0.025,1.19,0.27,1.4,0.022,0.005,850,2,640,20,109.3333
19,76,6,0.315,0.22,0.54,0.003,1.06,0.24,0.21,0.024,0.005,900,3,655,-46,75.3333
12.5,130,3,0.42,0.25,0.79,0.025,1.12,0.21,0.22,0.024,0.004,860,2,590,20,65.3333
12.5,230,3,0.41,0.26,0.84,0.022,0.96,0.16,0.15,0.026,0.005,860,3,640,20,102.6667
25.4,76.2,3,0.42,0.25,0.94,0.02,1.02,0.23,0.09,0.018,0.005,860,3,705,-32,109
12.5,255,3,0.41,0.26,0.79,0.002,1.01,0.17,0.18,0.03,0.004,860,3,650,20,116.3333
25.4,76.2,3,0.42,0.25,0.92,0.018,1.04,0.24,0.17,0.023,0.005,860,3,710,-32,109.6667
25.4,88.9,3,0.41,0.25,0.96,0.015,1.04,0.24,0.21,0.028,0.005,860,3,705,-32,129.3333
19.5,117,6,0.235,0.35,1.25,0.005,1.33,0.3,0.71,0.02,0.005,880,3,620,-20,160.6667
44.45,88.9,3,0.42,0.24,0.93,0.009,1.05,0.24,0.16,0.02,0.005,870,3,700,-32,109.3677
12.5,255,4,0.42,0.23,0.8,0.001,1.09,0.2,0.25,0.025,0.005,860,3,650,20,108.6667
25.4,107.95,3,0.46,0.28,1.05,0.018,1.09,0.31,0.17,0.022,0.005,870,3,610,23,81.3333
12.7,240,3,0.44,0.27,0.84,0.024,1.1,0.16,0.22,0.023,0.005,860,3,660,20,107.3333
12.7,220,3,0.32,0.25,0.53,0.002,1.04,0.24,0.15,0.027,0.005,870,3,695,-32,67.7897
12.7,220,3,0.41,0.22,0.58,0.031,1.22,0.27,1.41,0.029,0.004,840,2,610,20,72.6667
25.4,304.8,3,0.47,0.23,1.11,0.019,1.15,0.32,0.14,0.023,0.004,870,3,605,-32,43.3853
12.7,170,3,0.42,0.28,0.76,0.023,1.05,0.21,0.18,0.029,0.006,860,3,660,20,118.6667
25.4,165.1,4,0.42,0.27,0.95,0.018,1.08,0.24,0.18,0.024,0.005,870,3,690,-32,76.6667
12.7,153,3,0.34,0.35,0.69,0.028,1.45,0.21,1.38,0.023,0.006,860,1,580,20,83
12.5,133.35,3,0.4,0.24,0.88,0.002,0.97,0.23,0.19,0.03,0.005,870,3,700,-45,68.694
12.5,255,3,0.41,0.26,0.79,0.002,1.01,0.17,0.18,0.03,0.004,860,3,650,20,106.6667
25.4,279.4,3,0.4,0.24,0.96,0.021,1.1,0.3,0.18,0.031,0.005,870,3,700,-32,47.3333
20.8333,125,6,0.29,0.26,1.65,0.018,0.17,0.02,0.09,0.026,0.061,900,3,640,0,165.3333
25.4,101.6,3,0.42,0.24,0.96,0.017,1.04,0.23,0.15,0.022,0.005,860,3,705,-32,76.6667
25.4,220,3,0.315,0.26,0.54,0.002,1.06,0.24,0.16,0.027,0.004,870,3,685,23,166.6667
12.5,30,6,0.32,0.23,0.59,0.001,2.59,0.21,0.08,0.02,0.12,850,3,650,20,190.6667
12.7,150,6,0.42,0.28,0.78,0.022,1.1,0.17,0.26,0.024,0.003,840,3,650,20,111.6667
25.4,241,3,0.41,0.25,0.97,0.019,1.1,0.31,0.18,0.025,0.005,870,3,705,-32,64
25.4,158.75,3,0.43,0.23,0.92,0.002,1.04,0.24,0.18,0.024,0.004,860,3,705,-32,78.6667
12.7,170,3,0.42,0.28,0.75,0.026,1.12,0.22,0.18,0.025,0.006,850,3,670,20,126.6667
25.4,215.9,3,0.41,0.25,0.95,0.02,1.18,0.32,0.17,0.02,0.005,870,3,705,-32,72.6667
25.4,114,3,0.41,0.25,0.94,0.006,1.05,0.24,0.22,0.028,0.003,860,3,705,-32,71
25.4,203.2,4,0.42,0.22,0.9,0.017,1.14,0.31,0.21,0.035,0.004,860,3,695,23,136.6667
25.4,114.3,3,0.42,0.27,0.95,0.01,1.07,0.24,0.16,0.023,0.005,860,3,705,-32,88.6667
12.5,105,3,0.42,0.23,0.92,0.019,1.2,0.23,0.18,0.027,0.005,870,3,710,-32,131.3333
73.025,146.05,4,0.42,0.25,0.94,0.005,1.05,0.24,0.19,0.031,0.005,870,3,690,-32,128.3487
12.7,260,3,0.41,0.24,0.74,0.022,1.12,0.22,0.22,0.025,0.005,860,3,660,20,94.6667
12.7,125,5,0.42,0.27,0.58,0.028,1.21,0.25,1.44,0.033,0.004,850,2,660,-20,86.6667
12.5,155,3,0.325,0.22,0.53,0.002,1.05,0.24,0.18,0.026,0.004,870,3,660,-32,73.213
12.7,210,3,0.42,0.24,0.76,0.009,1.05,0.18,0.19,0.022,0.006,870,3,580,-20,4
25.4,127,4,0.32,0.25,0.54,0.016,1.03,0.24,0.22,0.027,0.005,870,3,670,-59,72.3333
12.5,200,3,0.37,0.25,0.66,0.032,1.39,0.17,1.36,0.027,0.005,860,2,550,-20,22.3333
25.4,139.7,3,0.41,0.26,0.91,0.003,0.95,0.22,0.2,0.024,0.005,860,3,705,-32,74.6667
45,90,6,0.31,0.23,0.56,0.006,1.04,0.24,0.17,0.037,0.004,900,3,670,-46,156
25.4,203.2,4,0.43,0.28,1.06,0.018,1.16,0.32,0.21,0.017,0.005,860,3,690,-32,60
69.85,139.7,4,0.42,0.24,0.95,0.007,1.06,0.24,0.21,0.023,0.005,870,3,550,-32,37.5107
25.4,203.2,3,0.4,0.24,0.96,0.021,1.1,0.3,0.18,0.031,0.005,870,3,705,23,138
25.4,254,3,0.46,0.24,1.05,0.018,1.16,0.3,0.2,0.025,0.005,870,3,605,23,76.3333
12.7,170,5,0.44,0.28,0.76,0.025,1.06,0.22,0.24,0.029,0.004,850,1,560,20,42.6667
12.7,63,6,0.355,0.22,1.47,0.034,0.27,0.3,0.16,0.03,0.005,870,2,550,20,64
25.4,215.9,4,0.46,0.2,1.02,0.018,1.07,0.31,0.16,0.029,0.005,870,3,600,20,78
12.7,115,5,0.41,0.29,0.56,0.01,1.16,0.26,1.41,0.035,0.005,850,3,660,20,113
12.5,200,4,0.41,0.29,0.86,0.022,1.09,0.22,0.18,0.032,0.005,860,3,640,20,115.4667
12.7,125,3,0.325,0.23,0.54,0.002,1.07,0.24,0.15,0.028,0.005,870,3,670,-32,173.5427
41.275,82.55,3,0.42,0.27,0.94,0.008,1.05,0.24,0.24,0.046,0.005,870,3,600,-32,84.5117
87.5,175,3,0.42,0.22,0.96,0.007,1.06,0.24,0.21,0.024,0.005,870,3,600,-35,75.473
25.4,311.15,4,0.42,0.22,0.95,0.018,1.17,0.32,0.15,0.027,0.005,870,3,690,23,101.3333
25.4,330.2,3,0.42,0.26,0.95,0.019,1.1,0.3,0.2,0.025,0.004,870,3,705,23,107.3333
55,110,3,0.42,0.22,0.96,0.007,1.06,0.24,0.21,0.024,0.005,870,3,705,-32,79.3333
25.4,127,3,0.47,0.21,1.06,0.02,1.09,0.31,0.17,0.028,0.005,870,3,610,23,83
12.5,75,4,0.41,0.25,0.95,0.016,1.18,0.24,0.2,0.024,0.005,870,3,690,-32,154
12.5,280,4,0.43,0.3,0.75,0.025,1.11,0.21,0.2,0.032,0.005,860,3,650,20,88.3333
41.275,82.55,3,0.42,0.24,0.93,0.008,1.06,0.24,0.17,0.026,0.005,870,3,705,-32,112.6667
95,190,6,0.41,0.18,0.84,0.009,1.03,0.21,0.23,0.018,0.003,875,2,660,-59,20
12.5,305,4,0.42,0.22,0.95,0.02,1.17,0.23,0.14,0.022,0.005,870,3,690,-32,71.3333
12.7,210,3,0.43,0.29,0.74,0.024,1.12,0.21,0.18,0.031,0.004,860,3,640,20,85.3333
69.85,139.7,4,0.42,0.27,0.94,0.008,1.05,0.24,0.24,0.046,0.005,860,3,690,-32,102.6667
25.4,220,3,0.42,0.26,0.95,0.02,1.14,0.31,0.18,0.029,0.006,860,3,710,-32,75
50.8,101.6,3,0.42,0.24,0.93,0.008,1.06,0.24,0.17,0.026,0.005,870,3,705,-32,110
12.5,305,4,0.42,0.23,0.94,0.017,1.11,0.23,0.19,0.036,0.006,870,3,690,-32,104.6667
12.7,215,3,0.41,0.25,0.95,0.02,1.18,0.32,0.17,0.02,0.005,870,3,710,-32,117.3333
12.5,133.35,3,0.43,0.23,0.92,0.002,1.04,0.24,0.18,0.024,0.004,860,3,710,-45,48.8087
57.15,114.3,3,0.42,0.25,0.93,0.004,1.06,0.23,0.21,0.026,0.005,870,3,705,-32,130.1567
25.4,241.3,3,0.4,0.21,0.93,0.019,1.14,0.33,0.16,0.018,0.005,860,3,705,23,117.3333
12.7,285,3,0.36,0.3,0.72,0.032,1.38,0.16,1.35,0.02,0.005,860,1,560,20,35.3333
57.15,114.3,3,0.42,0.27,0.94,0.008,1.05,0.24,0.24,0.046,0.005,870,3,580,-32,61.011
63.5,127,4,0.41,0.26,0.93,0.002,1.08,0.23,0.18,0.032,0.005,870,3,550,-32,35.251
25.4,177.8,4,0.42,0.24,0.96,0.017,1.04,0.23,0.15,0.022,0.005,860,3,695,-32,59
12.7,173,3,0.34,0.35,0.69,0.028,1.45,0.21,1.38,0.023,0.006,860,1,590,20,94.6667
12.5,231,2,0.43,0.23,0.79,0.0008,1.02,0.19,0.25,0.035,0.005,850,3,600,-20,85.3333
12.5,130,3,0.42,0.25,0.75,0.025,1.1,0.23,0.23,0.027,0.004,860,2,590,20,60
12.7,90,4,0.325,0.23,0.54,0.002,1.07,0.24,0.15,0.028,0.005,870,3,630,-32,139.6667
63.5,127,3,0.42,0.25,0.93,0.004,1.06,0.23,0.21,0.026,0.005,870,3,570,-32,34.6667
8,16,6,0.46,0.27,0.71,0.025,0.17,0.04,0.16,0.023,0.002,840,2,605,20,84
12.7,305,3,0.325,0.23,0.56,0.003,1.07,0.23,0.15,0.026,0.004,880,3,650,-32,42.4817
12.7,280,4,0.41,0.29,0.78,0.021,1.08,0.21,0.25,0.028,0.006,850,3,630,20,130
25.4,177.8,4,0.42,0.24,0.9,0.02,1.05,0.24,0.19,0.027,0.005,860,3,690,-32,106.3333
12.7,305,3,0.41,0.24,0.59,0.027,1.23,0.31,1.44,0.03,0.002,850,1,640,20,78.3333
25.4,76.2,3,0.41,0.23,0.93,0.021,1.05,0.24,0.18,0.029,0.004,860,3,710,-32,142
12.7,200,3,0.32,0.21,0.54,0.009,1.04,0.24,0.14,0.024,0.004,870,3,660,-32,91.7427
17.5,35,6,0.335,0.23,0.65,0.013,1.05,0.19,0.2,0.03,0.004,860,2,580,23,116.6667
69.85,139.7,4,0.42,0.24,0.93,0.008,1.06,0.24,0.17,0.026,0.005,870,3,680,-32,116.6667
25.4,209.55,3,0.47,0.23,1.05,0.02,1.06,0.31,0.18,0.028,0.005,860,3,610,23,73.6667
19.5,117,6,0.295,0.26,1.67,0.016,0.17,0.03,0.09,0.021,0.058,900,3,640,-20,69.6667
19.5,117,6,0.23,0.34,1.3,0.006,1.34,0.32,0.74,0.035,0.005,880,3,620,-20,129
25.4,82.55,3,0.42,0.26,0.93,0.008,1.04,0.24,0.19,0.022,0.004,860,3,700,-32,121
25.4,107.95,3,0.41,0.23,0.93,0.021,1.05,0.24,0.18,0.029,0.004,860,3,705,-32,110
25.4,245,3,0.47,0.23,1.05,0.02,1.06,0.31,0.18,0.028,0.005,860,3,615,23,93.3333
12.7,260,3,0.41,0.33,0.75,0.026,1.04,0.16,0.05,0.031,0.004,860,3,640,20,76.8
25.4,365.13,3,0.42,0.26,0.95,0.02,1.14,0.31,0.18,0.029,0.006,870,3,695,23,90.6667
12.7,280,3,0.43,0.27,0.75,0.023,1.13,0.2,0.16,0.034,0.005,860,3,645,20,83.2
12.7,320,3,0.44,0.28,0.74,0.023,1.15,0.19,0.17,0.03,0.005,860,3,640,20,53.8667
53.975,107.95,3,0.42,0.24,0.93,0.013,1.05,0.23,0.18,0.024,0.005,870,3,700,-32,108
12.5,163,2,0.35,0.29,0.67,0.032,1.4,0.18,1.4,0.025,0.005,850,2,560,-20,50.6667
25.4,311.15,3,0.4,0.21,0.93,0.019,1.14,0.33,0.16,0.018,0.005,870,3,700,-32,63.3333
8,16,6,0.44,0.26,0.64,0.032,0.16,0.05,0.18,0.036,0.003,840,3,640,20,103.3333
12.7,95,5,0.41,0.24,0.59,0.028,1.22,0.27,1.37,0.024,0.004,850,1,650,20,96.6667
12.7,200,3,0.34,0.35,0.69,0.028,1.45,0.21,1.38,0.023,0.006,860,1,590,20,84.6667
12.5,320,4,0.41,0.25,0.82,0.023,1.06,0.2,0.19,0.032,0.005,860,3,640,20,94.9333
10,20,6,0.335,0.23,0.65,0.013,1.05,0.19,0.2,0.03,0.004,860,2,500,23,55
12.7,180,3,0.32,0.23,0.54,0.005,1.04,0.24,0.24,0.022,0.003,870,3,650,-32,73.665
25.4,180,4,0.46,0.25,1.08,0.019,1.1,0.31,0.22,0.03,0.005,870,3,600,-32,57.8473
12.7,260,4,0.42,0.28,0.76,0.026,1.14,0.22,0.27,0.026,0.005,860,3,630,20,92.6667
12.5,230,4,0.44,0.25,0.82,0.021,0.99,0.2,0.2,0.025,0.005,860,3,640,20,90
25.4,228.6,3,0.41,0.27,0.96,0.019,1.07,0.33,0.24,0.03,0.006,860,3,705,-32,94.6667
12.5,155,3,0.325,0.23,0.54,0.002,1.07,0.24,0.15,0.028,0.005,870,3,660,-32,75.925
12.7,300,3,0.44,0.28,0.74,0.023,1.15,0.19,0.17,0.03,0.005,860,3,645,20,44.8
12.7,160,3,0.32,0.23,0.52,0.002,1.07,0.24,0.15,0.026,0.004,870,3,660,-32,121.118
12.5,255,4,0.43,0.26,0.8,0.001,1,0.19,0.21,0.023,0.004,860,3,650,20,107
12.7,160,5,0.43,0.28,0.75,0.024,1.08,0.21,0.22,0.026,0.004,850,1,640,20,90.4
12.5,230,3,0.42,0.29,0.78,0.024,1.13,0.2,0.2,0.024,0.005,860,3,670,-20,103.6667
12.7,95,5,0.41,0.24,0.59,0.028,1.22,0.27,1.37,0.024,0.004,850,1,650,20,95.6667
12.5,180,3,0.35,0.29,0.67,0.032,1.4,0.18,1.4,0.025,0.005,860,2,600,-20,39
12.5,150,3,0.395,0.28,0.77,0.025,1.11,0.28,0.18,0.028,0.005,860,2,675,-20,62.6667
25.4,177.8,3,0.49,0.24,1.12,0.017,1.18,0.34,0.22,0.026,0.004,870,3,620,23,66
12.7,305,3,0.32,0.26,0.53,0.004,1.03,0.23,0.24,0.029,0.005,880,3,650,-32,52.4243
12.7,250,4,0.42,0.28,0.75,0.02,1.1,0.18,0.27,0.028,0.003,860,3,640,20,88.5333
12.5,255,3,0.42,0.23,0.93,0.022,1.16,0.23,0.23,0.029,0.005,870,3,710,-32,101.6667
25.4,203.2,3,0.4,0.21,0.93,0.019,1.14,0.33,0.16,0.018,0.005,870,3,705,23,149.3333
12.5,200,4,0.42,0.27,0.79,0.024,1.12,0.23,0.29,0.028,0.005,860,3,640,20,91.3333
12.7,330,3,0.325,0.23,0.54,0.002,1.08,0.24,0.19,0.025,0.003,880,3,660,-32,51.0683
12.5,250,4,0.42,0.25,0.84,0.022,1.08,0.22,0.23,0.027,0.004,860,3,650,20,123.6667
25.4,220,3,0.41,0.27,0.93,0.019,1.1,0.35,0.22,0.025,0.006,860,3,705,-32,79.3333
12.5,190,3,0.32,0.25,0.52,0.003,1.06,0.23,0.16,0.033,0.005,870,3,660,-32,93.0983
25.4,254,3,0.48,0.24,1.15,0.019,1.18,0.33,0.18,0.026,0.005,870,3,615,23,68
12.7,240,3,0.42,0.24,0.77,0.025,1.07,0.2,0.26,0.031,0.004,860,3,660,20,109.3333
12.5,163,2,0.35,0.29,0.67,0.032,1.4,0.18,1.4,0.025,0.005,850,2,560,-20,32.3333
12.5,250,4,0.41,0.29,0.86,0.022,1.09,0.22,0.18,0.032,0.005,860,3,650,20,105.6667
19.5,117,6,0.255,0.3,1.28,0.011,1.26,0.32,0.75,0.028,0.007,880,3,620,-20,145.6667
73.025,146.05,4,0.42,0.25,0.95,0.011,1.08,0.23,0.19,0.019,0.005,870,3,550,-32,28.02
31.75,127,3,0.305,0.22,0.65,0.005,1.02,0.21,0.2,0.024,0.004,880,3,640,-59,48.357
19.5,117,6,0.295,0.26,1.71,0.018,0.16,0.03,0.1,0.018,0.055,870,3,640,-20,107.3333
25.4,241,3,0.41,0.25,0.97,0.019,1.1,0.31,0.18,0.025,0.005,870,3,705,23,132.3333
12.5,240,4,0.42,0.23,0.72,0.023,1.03,0.2,0.25,0.026,0.005,860,3,640,20,112.6667
25.4,220,4,0.33,0.23,0.53,0.009,1.08,0.24,0.19,0.026,0.005,860,3,645,-59,38
12.5,250,4,0.42,0.28,0.74,0.025,1.09,0.21,0.23,0.035,0.005,860,3,650,20,107
12.7,140,6,0.35,0.21,0.64,0.026,1.51,0.2,1.53,0.03,0.003,850,2,605,20,106
12.7,280,4,0.44,0.28,0.76,0.025,1.06,0.22,0.24,0.029,0.004,850,3,630,20,97.6667
12.5,230,4,0.41,0.22,0.93,0.016,1.15,0.24,0.21,0.026,0.005,870,3,690,-32,80
12.5,310,4,0.42,0.27,0.82,0.023,1.13,0.23,0.16,0.022,0.004,960,3,640,20,95.3333
25.4,254,3,0.41,0.27,0.93,0.019,1.1,0.35,0.22,0.025,0.006,860,3,705,23,107.3333
12.7,350,3,0.43,0.26,0.73,0.025,1.1,0.22,0.2,0.037,0.004,860,3,670,20,66
12.7,230,3,0.42,0.26,0.74,0.018,1.18,0.21,0.18,0.023,0.005,860,3,640,20,75.2
12.5,350,4,0.42,0.23,0.72,0.023,1.03,0.2,0.25,0.026,0.005,860,3,640,20,67.6667
25.4,101.6,3,0.46,0.25,1.05,0.023,1.18,0.32,0.18,0.02,0.007,870,3,610,23,81
14.5,29,6,0.43,0.34,0.76,0.003,0.84,0.25,1.73,0.033,0.002,845,2,450,-40,15.366
12.5,261,4,0.42,0.24,0.72,0.015,1,0.17,0.25,0.035,0.003,860,3,580,-20,3.4667
12.7,310,3,0.43,0.21,0.8,0.036,1.02,0.18,0.23,0.029,0.005,860,3,660,20,103.3333
12.7,100,3,0.41,0.26,0.79,0.023,1.08,0.28,0.15,0.028,0.005,870,3,650,20,108.3333
12.5,260,4,0.42,0.26,0.76,0.026,1.09,0.22,0.2,0.034,0.004,860,3,640,20,101.8667
12.5,95,3,0.41,0.25,0.93,0.016,1.13,0.23,0.25,0.022,0.005,870,3,705,-32,125.6667
12.5,180,3,0.41,0.3,0.88,0.015,1.13,0.21,0.2,0.03,0.006,870,3,670,-20,73.6667
19.5,117,6,0.295,0.27,1.68,0.018,0.18,0.03,0.1,0.022,0.055,870,3,640,-20,121.6667
14.5,29,6,0.4,0.25,0.72,0.004,0.81,0.24,1.72,0.028,0.002,845,3,485,-40,22.6667
25.4,330.2,3,0.41,0.27,0.93,0.019,1.1,0.35,0.22,0.025,0.006,860,3,705,-32,105.3333
50.8,101.6,3,0.42,0.24,0.95,0.007,1.06,0.24,0.21,0.023,0.005,870,3,580,-32,58.2993
8,16,6,0.42,0.28,0.72,0.03,0.17,0.04,0.13,0.035,0.001,840,2,600,20,117.3333
12.7,163,3,0.355,0.32,0.55,0.031,1.52,0.18,1.53,0.032,0.007,860,1,580,20,68.3333
25.4,69.85,3,0.41,0.28,0.85,0.019,1.07,0.2,0.18,0.034,0.004,870,3,570,-32,65.6667
12.7,290,3,0.41,0.25,0.72,0.026,1.14,0.22,0.26,0.03,0.004,860,3,660,20,94
25.4,133.35,3,0.42,0.29,0.94,0.018,1.05,0.23,0.24,0.026,0.005,860,3,705,-32,83
12.7,75,5,0.32,0.22,0.56,0.02,1.06,0.23,0.17,0.023,0.005,870,3,700,-32,133.6667
12.7,130,3,0.42,0.26,0.74,0.024,1.08,0.21,0.23,0.024,0.005,855,2,590,20,68
12.5,230,4,0.41,0.26,0.79,0.025,1.14,0.22,0.25,0.025,0.004,860,3,650,20,104
31.25,125,3,0.31,0.22,0.68,0.018,1.02,0.18,0.25,0.026,0.005,870,3,635,-59,30.6667
25.4,152.4,4,0.42,0.24,0.96,0.017,1.04,0.23,0.15,0.022,0.005,860,3,690,-32,60.6667
12.7,30,6,0.42,0.28,0.78,0.022,1.1,0.17,0.26,0.024,0.003,840,3,580,20,78
73.025,146.05,4,0.42,0.25,0.94,0.005,1.05,0.24,0.19,0.031,0.005,870,3,690,-32,96.262
12.5,163,2,0.35,0.29,0.67,0.032,1.4,0.18,1.4,0.025,0.005,850,2,560,20,45.3333
12.5,153,3,0.34,0.22,0.67,0.029,1.53,0.19,1.43,0.03,0.006,860,2,570,-20,86.6667
12.5,127,3,0.42,0.19,0.82,0.003,1.04,0.21,0.24,0.025,0.005,870,3,705,-45,63.7227
25.4,69.85,3,0.43,0.33,0.96,0.004,1.04,0.24,0.19,0.026,0.005,870,3,585,23,79.3333
25.4,158.75,4,0.42,0.24,0.95,0.019,1.05,0.24,0.18,0.031,0.005,860,3,690,-32,82.3333
69.85,139.7,4,0.42,0.24,0.94,0.004,1.03,0.24,0.17,0.022,0.005,870,3,690,-32,68
12.5,150,4,0.26,0.22,0.85,0.03,1.03,0.18,0.21,0.032,0.001,860,3,640,20,138
25.4,241.3,4,0.42,0.29,0.97,0.019,1.11,0.33,0.19,0.031,0.005,860,3,700,23,114
25.4,76.2,3,0.42,0.26,0.96,0.012,1.04,0.23,0.17,0.026,0.004,860,3,708,-32,140
12.7,190,4,0.44,0.29,0.75,0.025,1.09,0.22,0.19,0.028,0.005,860,3,630,20,93.3333
25.4,228.6,3,0.47,0.26,1.11,0.019,1.16,0.32,0.2,0.026,0.012,860,3,615,23,84.6667
12.5,140,6,0.42,0.27,0.88,0.024,1,0.17,0.21,0.032,0.004,840,3,660,20,110
12.7,250,4,0.41,0.29,0.78,0.021,1.08,0.21,0.25,0.028,0.006,850,3,630,20,96.3333
53.975,107.95,3,0.42,0.24,0.93,0.013,1.05,0.23,0.18,0.024,0.005,870,3,705,-32,108
12.5,135,4,0.43,0.24,0.95,0.016,1.14,0.24,0.16,0.028,0.005,870,3,690,-32,120
12.5,305,3,0.31,0.24,0.53,0.007,1.04,0.24,0.2,0.03,0.005,870,3,660,-32,56.9437
12.7,210,3,0.32,0.21,0.54,0.007,1.07,0.24,0.24,0.024,0.006,870,3,660,-32,84.0593
63.5,127,3,0.42,0.2,0.94,0.006,1.08,0.24,0.13,0.02,0.005,870,3,695,-32,131.3333
12.5,240,4,0.43,0.3,0.75,0.025,1.11,0.21,0.2,0.032,0.005,860,3,650,20,88.6667
25.4,228.6,3,0.42,0.26,0.95,0.02,1.14,0.31,0.18,0.029,0.006,860,3,710,23,128.6667
12.7,250,4,0.44,0.26,0.72,0.018,1.08,0.22,0.15,0.037,0.005,860,3,630,20,95.4667
25.4,190.5,4,0.43,0.25,0.97,0.017,1.15,0.31,0.16,0.025,0.005,870,3,690,23,131.3333
25.4,215.9,3,0.41,0.26,0.99,0.015,1.1,0.32,0.14,0.024,0.005,870,3,700,23,135.3333
12.5,50,6,0.42,0.27,0.88,0.024,1,0.17,0.21,0.032,0.004,870,3,700,-46,108
